"Number of pupils in each class at individual national school level, 2011/2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: The data contained in this sheet is sourced from the 2011/2012 Census of Primary Schools and refers to pupils in mainstream classes only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Class No. 1,Class No. 2,Class No. 3,Class No. 4,Class No. 5,Class No. 6,Class No. 7,Class No. 8,Class No. 9,Class No. 10,Class No. 11,Class No. 12,Class No. 13,Class No. 14,Class No. 15,Class No. 16,Class No. 17,Class No. 18,Class No. 19,Class No. 20,Class No. 21,Class No. 22,Class No. 23,Class No. 24,Class No. 25,Class No. 26,Class No. 27,Class No. 28,Class No. 29,Class No. 30,Class No. 31,Class No. 32,Class No. 33,Class No. 34,Class No. 35
COUNTY,RollNo,SCHOOL,ADDRESS1,ADDRESS2,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils
CLARE,10191P,S N NA CORADH,MULLACH,INIS,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,10568N,S N CUIBHREANN,CILL CHAOI,CO AN CHLAIR,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,10763L,BOSTON N S,TUBBER,GORT,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,10886E,TUBBER N S,TUBBER,CO CLARE,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,11234M,CLOHANBEG N S,CREE,KILRUSH,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,11714D,BANSHA N S,KILKEE,CO CLARE,14,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,11765U,DOONBEG N S,DOONBEG,CO CLARE,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,11990E,BODYKE N S,BODYKE,CO CLARE,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,12633I,COOLMEEN N S,KILMURRAY MCMAHON,KILRUSH,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,12848G,DOONAHA N S,KILKEE,CO CLARE,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13351D,CLONIGULANE N S,KILMIHIL,KILRUSH,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13379C,S N PADRAIG NFA FANOIR,BALLYVAUGHAN,CO CLARE,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13418J,BALLYEA MIXED N S,SN  BAILE AODHA,DARRAGH,26,21,28,24,22,15,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13478E,DROIMDIOGACH N S,KILLMURRY MC MAHON,CO CLARE,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13625O,KILNAMONA N S,ENNIS,CO CLARE,26,23,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13730L,CLOHANES N S,MULLACH,CO CLARE,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13738E,BURRANE N S,KILRUSH,CO CLARE,25,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13804O,S N NA CRANNAIGHE,CRANNACH,CILL ROIS,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13826B,KILMIHIL N.S.,KILMIHIL,ENNIS,26,26,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13870E,KILKISHEN N S,SN MUIRE NA D CHOMHAIRL,CILL  CHISIN,25,25,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13876Q,MOVEEN N S,KILKEE,CO CLARE,28,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,13942D,S N CILL MUIRE,INIS,CO CLARE,28,30,33,32,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,14111L,CROSS N S,KILRUSH,CO CLARE,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,14468G,KILMALEY N S,ENNIS,CO CLARE,37,25,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,14571W,TOMGRANEY N S,TOMGRANEY,LIMERICK,23,29,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,14622N,EIDHNEACH N S,INIS,CO CLARE,18,24,30,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,14757N,S N MHAINISTIR CHUINCHE,QUIN,CO CLARE,32,30,28,33,29,30,28,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,14830U,BAREFIELD MIXED N S,ENNIS,CO CLARE,24,26,28,29,24,24,26,22,31,30,32,22,24,25,25,,,,,,,,,,,,,,,,,,,,
CLARE,15042A,ENNIS N S,ENNIS,CO CLARE,23,23,21,23,23,18,24,25,25,31,32,27,26,28,27,25,28,28,26,27,25,27,27,,,,,,,,,,,,
CLARE,15221A,ANNAGH N S,MILTOWN MALBAY,CO CLARE,13,24,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15279I,CLOONEY N S,CLOONEY NS,TULLA,26,25,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15301V,KILDYSART N S,ENNIS ROAD,KILDYSART,29,28,30,22,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15327Q,CAHERMURPHY N S,KILMIHIL,CO CLARE,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15350L,STONEHALL N S,NEWMARKET ON FERGUS,CO CLARE,22,28,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15370R,KILLALOE BOYS N S,KILLALOE,CO CLARE,19,18,18,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15408Q,CONNOLLY N S,ENNIS,CO CLARE,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15968I,BALTARD N S,BALTARD,DOONBEG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,15981A,LAKYLE N S,WHITEGATE VIA LIMERICK,CO CLARE,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,16186G,INCH N S,ENNIS,CO CLARE,19,19,14,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,16677C,BUNSCOIL NA MBRAITHRE,ENNIS,CO CLARE,30,30,30,26,28,26,27,27,27,24,23,24,32,32,25,34,35,34,31,18,30,28,,,,,,,,,,,,,
CLARE,16908S,SIXMILEBRIDGE N S,ENNIS,CO CLARE,24,24,23,28,28,30,30,32,28,33,28,24,30,29,30,,,,,,,,,,,,,,,,,,,,
CLARE,16930L,SCOIL AN SRAITH  S N,TULACH BRACH,CILL ROIS,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,16946D,SN AN PHAIRTIN MIXED,PARTEEN,CO LIMERICK,30,32,30,27,27,25,23,27,24,32,30,28,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17020A,QUILTY NS,QUILTY,ENNIS,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17026M,CLARECASTLE NATIONAL SCHOOL,INIS,CO CLARE,30,29,30,29,22,20,26,26,32,28,34,33,21,24,,,,,,,,,,,,,,,,,,,,,
CLARE,17246D,S N CLUAIN AN ATHA,EIDHNEACH,INIS,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17270A,S N COLM CILLE,INIS DIOMAIN,CO CLARE,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17517I,DOOLIN MIXED N S,ENNIS,CO CLARE,28,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17563P,OGONNELLOE NATIONAL SCHOOL,OGONNELLOE,TUAMGRANEY,15,15,26,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17583V,S N CNOC AN EIN,INIS,CO CLARE,19,21,30,33,30,30,25,25,29,39,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17633K,S N EOIN BAISTE,BALLYVAUGHAN,VIA GALWAY,13,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17687K,S N TULACH CRUINN,CILL RUIS,CO CLARE,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17801F,S N NA MAIGHDINE MUIRE,BROADFORD,CO CLARE,18,24,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17816S,COORACLARE B N S,CILL ROIS,CO CLARE,30,31,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17832Q,KILNABOY N S,ENNIS,CO CLARE,26,22,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17847G,S N AIBHISTIN NAOFA,CILL SEANAIGH,INIS,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17898A,S N IOSEP NAOFA,BROADFORD,VIA LIMERICK,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,17957N,ENNIS CONVENT INF N S,ENNIS,CO CLARE,29,29,28,25,22,21,24,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18032M,S N CLUAIN MUINGE,CLONMONEY,NEWMARKET-ON-FERGUS,36,,29,,32,,26,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18109V,S N INIS CEALTRACH,MOUNTSHANNON,CO. CLARE,24,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18168O,S N AN CHRIOCH,AN CHRIOCH,CO AN CHLAIR,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18190H,S N CRONAIN NFA AN CARN,INIS,CO CLARE,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18225A,S N MHUIRE MILIUC,LUIMNEACH,CO LUIMNI,16,25,24,27,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18227E,SCOIL MHUIRE NAISIUNTA,CORA  FINNE,CO AN CHLAIR,26,28,21,28,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18327I,S N CNOC DOIRE,COORACLARE,KILRUSH,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18339P,SN IOSEF NAOFA,AN MHAIGH,LEACHT UI CHONCHUBHAIR,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18359V,S N CUAN,CILL BEATHACH,INIS,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18410S,S N LIOSCEANUIR,INIS,CO CLARE,20,19,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18467B,S N BAILE AN DROICHID,OBRIENS BRIDGE,LIMERICK,14,20,27,30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18526O,BALLYCAR N S,NEWMARKET ON FERGUS,CO CLARE,17,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18540I,CLUAIN DRAIGNEACH,CLUAIN DRAIGHNEACH,LIOS UI CHATASAI,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18541K,S N CATHAIR AODHA,LISSYCASEY,ENNIS,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18555V,LISSYCASEY N S,ENNIS,CO CLARE,27,27,22,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18565B,S N MA SHEASTA,MOYASTA,CO CLARE,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18624O,MERCY CONVENT KILLALOE,KILLALOE,CO CLARE,15,19,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18630J,CARRIGAHOLT MIXED N S,CARRIGAHOLT,ENNIS,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18639E,S N BAILE NA CAILLI,ENNIS,CO CLARE,24,27,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18696Q,S N DUBH RATH,CAISLEAN AN CHLAR,CO CLARE,31,24,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18720K,MILTOWN MALBAY B N S,MILTOWN MALBAY,CO CLARE,23,22,20,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18739I,SHANNON AIRPORT 1 N S,SHANNON AIRPORT,CO CLARE,24,16,14,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18740Q,SHANNON AIRPORT NO 2 NS,SHANNON AIRPORT,CO CLARE,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18753C,SAINT MARYS N S LAHINCH,INIS,CO CLARE,28,26,30,30,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18768P,FORGLEANN N S,FORGLEANN,LEACHT UI CHONCHUIR,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18846J,AN DAINGIN,TULLA,ENNIS,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,18950E,S N DROIMAN DUDHAIRE,CAHER,VIA LIMERICK,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19043W,NEW QUAY NS,BURREN,CO CLARE,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19274S,ST CONAIRES NS,SHANNON,CO CLARE,23,21,23,26,25,24,25,24,31,31,33,32,29,31,34,35,35,33,,,,,,,,,,,,,,,,,
CLARE,19338S,FLAGMOUNT CENTRAL NS,FLAGMOUNT CENTRAL NS,FLAGMOUNT,20,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19366A,SCARIFF CENTRAL N S,SCARIFF,CO CLARE,25,27,27,26,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19386G,LABASHEEDA CENTRAL N S,LABASHEEDA,CO CLARE,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19442N,RUAN CENTRAL NS,RUAN,ENNIS,26,30,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19551S,INCHICRONAN CENTRAL NS,CRUSHEEN,CO CLARE,27,29,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19552U,NAOMH TOLA,SHANNON,CO CLARE,27,23,26,34,28,30,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19559L,CHRIOST RI,CLOUGHLEIGH,ENNIS,15,16,28,19,15,30,28,19,20,20,18,17,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19698C,ST AIDANS NS,SMITHSTOWN,SHANNON,37,21,22,24,21,22,32,32,33,36,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19700J,LISDOONVARNA N S,LISDOONVARNA,CO CLARE,32,21,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19838P,GAEL SC MHICHIL CHIOSOG,INIS,CO AN CHLAIR,28,31,32,23,23,32,34,29,25,22,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19849U,GAELSCOIL DONNCHA RUA,SIONNA,CO AN CHLAIR,27,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,19999Q,GAELSCOIL UI CHOIMIN,AN T-IONAD OIGE,CILL ROIS,22,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20041C,CONVENT OF MERCY NATIONAL SCHOOL,KILRUSH,CO CLARE,21,20,16,18,26,23,25,28,28,27,23,24,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20075T,ST MOCHULLAS N.S.,ENNIS ROAD,TULLA,24,20,24,25,22,28,33,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20078C,SN REALT NA MARA,CHAPEL ST,KILKEE,18,18,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20086B,ENNIS EDUCATE TOGETHER NS,GORT ROAD,ENNIS,29,30,25,20,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20127M,SCOIL NA MAIGHDINE MHUIRE,CORA CHAITHLIN,INIS,25,20,25,24,34,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20149W,ST FACHNAN & ST ATTRACTAS N S,KILFENORA,CO CLARE,12,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20245S,Ennistymon National School,Ennistymon,Co. Clare,34,25,26,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20312H,Raheen Wood Steiner School,Tuamgraney,Co Clare,17,18,23,23,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARE,20313J,Mol an Oige,Ennistoymon,Clare,19,10,27,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,01197D,STRAWBERRY HILL B N S,SUNDAYS WELL,CORK,22,28,27,24,26,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,02707F,SUNDAYS WELL G N S,CORK,CO CORK,23,28,25,26,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,05940D,SCOIL URSULA,BLACKROCK,CO CORK,17,18,24,15,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,12203G,S N NAOMH ANTAINE,BALLINLOUGH,CORK,23,26,24,24,30,31,30,29,26,28,28,22,24,24,22,28,28,27,27,31,32,31,32,32,31,26,26,25,27,,,,,,
CORK CITY,12473M,GREENMOUNT MONASTERY NS,SCOIL MUIRE NA NGRAS,GREENMOUNT,17,16,24,20,19,23,21,25,27,27,21,25,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,13648D,ST LUKES MXD N S,MAHONYS AVE,CORK,21,24,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,13696O,ST VINCENTS CONVENT N S,ST MARYS ROAD,CORK,25,25,23,22,20,19,19,22,26,26,28,22,21,15,15,,,,,,,,,,,,,,,,,,,,
CORK CITY,13980L,S N B TOGHER CORK,TOGHER,CORK,20,20,28,31,21,21,22,20,30,22,28,31,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,14000C,SCOIL NAOMH MHUIRE,N MHUIRE AN OILEAIN,Bishop Street,17,10,16,14,32,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,14198D,NAOMH EOIN EASPAL,MAYFIELD,CO CORK,14,18,20,18,23,20,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,15781P,BALLINTEMPLE N S,BALLINTEMPLE N S,CRAB LANE,29,28,26,26,25,28,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,16339F,S N IOSEF NAOFA,MARDYKE,CORK,24,32,24,32,24,28,34,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,16680O,SCOIL COLMCILLE,BLARNEY ST,CORK,12,11,18,13,13,13,14,30,29,28,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,17024I,SCOIL NA CROISE NAOFA,MAHON,CORK,22,22,25,20,21,17,19,26,28,19,18,15,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,17045Q,ST PATRICKS B N S,BALLYHOOLEY ROAD,CORK,14,14,17,17,21,21,33,23,22,18,17,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,17105I,MUIRE GAN SMAL C,GLASHEEN,CORK,17,17,23,31,28,21,30,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,17313P,OUR LADY OF LOURDES,BALLINLOUGH,CORK,31,29,20,17,28,26,32,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,17993R,SCOIL MHUIRE GAN SMAL B,GLASHEEN,CORK,18,19,15,16,25,19,19,24,24,26,28,24,25,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18153B,S N PADRAIG NAOFA C,DILLONS CROSS,CORK,25,25,28,20,20,22,22,19,22,19,19,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18154D,S N PADRAIG NAOFA,DILLONS CROSS,CORK,18,19,16,19,18,18,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18217B,SCOIL PADRE PIO N S,CHURCHFIELD,CORK CITY,20,22,22,17,18,19,15,15,13,13,20,13,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18253F,SCOIL NAOMH CAITRIONA,MODEL FARM ROAD,CORCAIGH,30,30,22,18,31,29,31,31,25,30,26,25,28,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18292P,GAELSCOIL AN TEAGHLAIGH NAOFA,BAILE FEITHEAN,CO CHORCAI,20,20,25,25,31,27,17,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18356P,S N BARRA NAOFA,SCOIL BHARRA,SRAID GILLABBEY,27,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18388F,SCOIL NAOMH MICHEAL,CHURCH ROAD,BLACKROCK,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18563U,SCOIL NAOMH BRID C,EGLANTINE HOUSE,BALLINLOUGH,24,24,23,23,22,30,29,26,28,24,24,25,28,29,27,27,27,28,29,27,25,,,,,,,,,,,,,,
CORK CITY,18566D,S N ATHAIR MAITIU C,AN TOCHAIR,CORCAIGH,23,23,28,33,34,30,28,29,19,18,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18587L,SCOIL MHUIRE BANRION,MAYFIELD,CORK,11,13,22,18,18,25,30,20,23,26,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18734V,REALT NA MAIDINE,BALLYPHEHANE,CORK,17,14,16,13,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,18786R,SCOIL IOSAGAIN,FARRANREE,CORK,14,14,14,14,15,15,17,13,15,15,14,14,15,16,23,23,18,22,21,25,24,22,25,25,,,,,,,,,,,
CORK CITY,19000E,S N AN SPIORAID NAOMH C,CURRAHEEN RD,BISHOPSTOWN,26,18,19,30,33,27,35,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19231A,S N BARRA NAOFA BHUACH,BEAUMOUNT,CORK,29,27,18,18,28,26,17,20,38,33,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19232C,S N BARRA NAOFA CAILINI,BEAUMONT,CORK,18,21,30,30,31,33,29,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19426P,S N MHARCUIS B,AN GLEANN,CORCAIGH,15,12,12,19,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19427R,S N BHREANNDAIN C,AN GHLEANN,CORCAIGH,11,16,20,13,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19588S,SCOIL NAOMH THERESE,BISHOPSTOWN,CORK,,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19714U,MHUIRE AR CHNOC HAOINE,KNOCKNAHEENY,CORK,16,14,18,17,19,20,16,17,22,22,17,16,23,23,21,21,,,,,,,,,,,,,,,,,,,
CORK CITY,19730S,SCOIL OILIBHEIR,BALLINCOLLIE ROAD,BALLYVOLANE,27,22,25,24,26,26,14,27,25,26,25,22,24,24,26,14,25,27,33,34,33,30,28,28,32,34,34,,,,,,,,
CORK CITY,19852J,GAELSCOIL UI RIADA,BAILE AN EASPAIG,CO CHORCAI,30,20,19,28,22,24,28,30,32,29,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19882S,SCOIL AN ATHAIR TADHG O MURCHU,DUGLAS,CORCAIGH,29,23,20,22,19,35,23,19,26,25,23,40,27,23,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19906G,Cork Educate Together National Scho,GRATTAN STREET,CORK,26,24,27,26,29,24,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19908K,GAELSCOIL MHACHAN,CARRAIG DUBH,CORCAIGH,20,27,20,17,22,20,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19909M,GAELSCOIL PEIG SAYERS,UNIT 42 NORTH POINT BUSINESS PARK,NEW MALLOW ROAD,16,14,28,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,19993E,GAELSCOIL AN GHOIRT ALAINN,AIBHINNE MURMONT,GORT ALAINN,23,22,23,23,33,31,29,26,29,34,37,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,20036J,NORTH PRESENTATION PRIMARY SCHOOL,GERALD GRIFFIN STREET,CORK CITY.,26,26,21,20,16,19,22,24,16,22,20,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,20038N,SCOIL AISEIRI CHRIOST,"FARRANREE,",CORK.,15,15,15,14,16,16,15,18,19,19,19,19,17,17,27,27,23,23,22,23,,,,,,,,,,,,,,,
CORK CITY,20077A,SCOIL AN SPIORAID NAOMH (BOYS),BISHOPSTOWN,CORK,21,16,20,22,26,23,25,31,34,32,33,33,32,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,20106E,SCOIL NIOCLAIS,FRANKFIELD,GRANGE,28,30,30,30,26,25,23,27,28,30,28,28,25,28,28,27,28,30,29,30,30,27,28,27,28,29,29,30,30,27,27,,,,
CORK CITY,20140E,SCOIL MHUIRE FATIMA,NORTH MONASTERY,CORK,22,21,20,22,19,16,21,19,24,24,,,,,,,,,,,,,,,,,,,,,,,,,
CORK CITY,20388R,Bunscoil Chriost Ri,Turners Cross,Cork,26,26,24,31,32,22,20,17,25,24,24,33,34,28,25,27,24,22,34,22,23,28,,,,,,,,,,,,,
CORK CITY,20389T,Scoil Maria Assumpta,Ballyphehane,Cork,16,17,26,22,22,25,22,22,27,17,16,,,,,,,,,,,,,,,,,,,,,,,,
CORK COUNTY,00467B,BALLINSPITTLE N S,KINSALE,CO CORK,17,23,22,27,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK COUNTY,00512D,MIDLETON CONVENT N S,MIDLETON,CO CORK,26,25,23,25,26,23,26,27,24,24,31,31,34,35,26,27,27,31,31,32,33,31,27,,,,,,,,,,,,
CORK COUNTY,01272O,S N CHUAN DOIR,CHUAN DOIR,CO CORK,21,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORK COUNTY,01687U,DROMLEIGH N S,MACROOM,CO CORK,23,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
